title,year,doi,openalex_id,cited_by,is_oa,pdf_url,landing_url,venue,doi_key,title_norm,citation_score,recency_score,kw_score_raw,kw_score,gold_probability,cluster3_probability,ml_match_gold,ml_match_cluster,ml_score_gold,ml_score_cluster3,ml_score_total,final_score
Roll-to-roll gravure-printed flexible perovskite solar cells using eco-friendly antisolvent bathing with wide processing window,2020,10.1038/s41467-020-18940-5,https://openalex.org/W3092176741,294,True,https://www.nature.com/articles/s41467-020-18940-5.pdf,https://doi.org/10.1038/s41467-020-18940-5,Nature Communications,10.1038s41467-020-18940-5,roll to roll gravure printed flexible perovskite solar cells using eco friendly antisolvent bathing with wide processing window,28.434876781699103,0.5,1.5,3.0,0.5581343158388805,0.267732734328775,doi_key,doi_key,6.697611790066566,2.1418618746302,8.839473664696765,40.77435044639587
Status and perspectives of key materials for PEM electrolyzer,2022,10.26599/nre.2022.9120032,https://openalex.org/W4295011639,440,True,https://www.sciopen.com/article_pdf/1567427372770799617.pdf,https://doi.org/10.26599/nre.2022.9120032,Nano Research Energy,10.26599nre.2022.9120032,status and perspectives of key materials for pem electrolyzer,30.44522437723423,0.7,0.0,0.0,0.3997882186563191,0.5973829077217784,doi_key,doi_key,4.797458623875829,4.779063261774227,9.576521885650056,40.72174626288428
Perovskite seeding growth of formamidinium-lead-iodide-based perovskites for efficient and stable solar cells,2018,10.1038/s41467-018-04029-7,https://openalex.org/W2801523206,402,True,https://www.nature.com/articles/s41467-018-04029-7.pdf,https://doi.org/10.1038/s41467-018-04029-7,Nature Communications,10.1038s41467-018-04029-7,perovskite seeding growth of formamidinium lead iodide based perovskites for efficient and stable solar cells,29.994682809733412,0.3,0.0,0.0,0.6838085277201765,0.2562469662439036,doi_key,doi_key,8.205702332642119,2.0499757299512287,10.255678062593347,40.55036087232676
Accelerating the discovery of materials for clean energy in the era of smart automation,2018,10.1038/s41578-018-0005-z,https://openalex.org/W2799915630,745,True,https://www.nature.com/articles/s41578-018-0005-z.pdf,https://doi.org/10.1038/s41578-018-0005-z,Nature Reviews Materials,10.1038s41578-018-0005-z,accelerating the discovery of materials for clean energy in the era of smart automation,33.073628001018804,0.3,0.0,0.0,0.5027115279015408,0.1361960011633294,doi_key,doi_key,6.03253833481849,1.089568009306635,7.122106344125125,40.49573434514393
Myths and reality of HPbI3 in halide perovskite solar cells,2018,10.1038/s41467-018-07204-y,https://openalex.org/W2900078643,298,True,https://www.nature.com/articles/s41467-018-07204-y.pdf,https://doi.org/10.1038/s41467-018-07204-y,Nature Communications,10.1038s41467-018-07204-y,myths and reality of hpbi3 in halide perovskite solar cells,28.502217866953433,0.3,0.0,0.0,0.6487062711538841,0.4663264054370717,doi_key,doi_key,7.78447525384661,3.7306112434965737,11.515086497343184,40.31730436429662
Multifunctional molecular modulators for perovskite solar cells with over 20% efficiency and high operational stability,2018,10.1038/s41467-018-06709-w,https://openalex.org/W2897375678,328,True,https://www.nature.com/articles/s41467-018-06709-w.pdf,https://doi.org/10.1038/s41467-018-06709-w,Nature Communications,10.1038s41467-018-06709-w,multifunctional molecular modulators for perovskite solar cells with over 20 efficiency and high operational stability,28.98028875382686,0.3,0.0,0.0,0.6333444572498936,0.4249049309759468,doi_key,doi_key,7.600133486998724,3.3992394478075743,10.999372934806297,40.279661688633155
Hysteresis-free perovskite solar cells made of potassium-doped organometal halide perovskite,2017,10.1038/s41598-017-12436-x,https://openalex.org/W2754484403,267,True,https://www.nature.com/articles/s41598-017-12436-x.pdf,https://doi.org/10.1038/s41598-017-12436-x,Scientific Reports,10.1038s41598-017-12436-x,hysteresis free perovskite solar cells made of potassium doped organometal halide perovskite,27.95493490255428,0.2,0.0,0.0,0.3872211908492838,0.9301816758916306,doi_key,doi_key,4.646654290191406,7.441453407133045,12.08810769732445,40.243042599878734
Smoothing the energy transfer pathway in quasi-2D perovskite films using methanesulfonate leads to highly efficient light-emitting devices,2021,10.1038/s41467-021-21522-8,https://openalex.org/W3131699578,415,True,https://www.nature.com/articles/s41467-021-21522-8.pdf,https://doi.org/10.1038/s41467-021-21522-8,Nature Communications,10.1038s41467-021-21522-8,smoothing the energy transfer pathway in quasi 2d perovskite films using methanesulfonate leads to highly efficient light emitting devices,30.153426301306318,0.6,0.0,0.0,0.6407296428278416,0.2110167171098564,doi_key,doi_key,7.6887557139341,1.6881337368788512,9.376889450812952,40.13031575211927
Reduced graphene oxide today,2019,10.1039/c9tc04916a,https://openalex.org/W2997981563,669,True,https://pubs.rsc.org/en/content/articlepdf/2020/tc/c9tc04916a,https://doi.org/10.1039/c9tc04916a,Journal of Materials Chemistry C,10.1039c9tc04916a,reduced graphene oxide today,32.53638856192506,0.4,0.0,0.0,0.4709655670054821,0.1359603376999804,doi_key,doi_key,5.651586804065785,1.0876827015998431,6.739269505665628,39.67565806759068
Development of Greener and Stable Inkjet‐Printable Perovskite Precursor Inks for All‐Printed Annealing‐Free Perovskite Solar Mini‐Modules Manufacturing,2023,10.1002/smtd.202300664,https://openalex.org/W4382502101,32,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smtd.202300664,https://doi.org/10.1002/smtd.202300664,Small Methods,10.1002smtd.202300664,development of greener and stable inkjet printable perovskite precursor inks for all printed annealing free perovskite solar mini modules manufacturing,17.482537807332402,0.8,10.5,21.0,0.0197142774422156,0.0110235706771969,doi_key,doi_key,0.2365713293065872,0.0881885654175752,0.3247598947241624,39.60729770205656
Lattice strain causes non-radiative losses in halide perovskites,2019,10.1039/c8ee02751j,https://openalex.org/W2911095050,486,True,https://pubs.rsc.org/en/content/articlepdf/2019/ee/c8ee02751j,https://doi.org/10.1039/c8ee02751j,Energy & Environmental Science,10.1039c8ee02751j,lattice strain causes non radiative losses in halide perovskites,30.94132061541295,0.4,0.0,0.0,0.56008632776309,0.1750124477758732,doi_key,doi_key,6.721035933157079,1.4000995822069855,8.121135515364065,39.462456130777014
Progress in understanding structure and transport properties of PEDOT-based materials: A critical review,2019,10.1016/j.pmatsci.2019.100616,https://openalex.org/W2984074512,617,True,https://www.sciencedirect.com/science/article/am/pii/S0079642519300982?via%3Dihub,https://doi.org/10.1016/j.pmatsci.2019.100616,Progress in Materials Science,10.1016j.pmatsci.2019.100616,progress in understanding structure and transport properties of pedot based materials a critical review,32.132442287288455,0.4,0.0,0.0,0.4595492813849931,0.1659637337460276,doi_key,doi_key,5.514591376619918,1.3277098699682208,6.842301246588138,39.37474353387659
A Review on Metasurface: From Principle to Smart Metadevices,2021,10.3389/fphy.2020.586087,https://openalex.org/W3128209717,645,True,https://www.frontiersin.org/articles/10.3389/fphy.2020.586087/pdf,https://doi.org/10.3389/fphy.2020.586087,Frontiers in Physics,10.3389fphy.2020.586087,a review on metasurface from principle to smart metadevices,32.35399751891301,0.6,0.0,0.0,0.4578311441481374,0.1105339175436778,doi_key,doi_key,5.4939737297776485,0.8842713403494225,6.378245070127071,39.332242589040085
"Recycling of Lithium‐Ion Batteries—Current State of the Art, Circular Economy, and Next Generation Recycling",2022,10.1002/aenm.202102917,https://openalex.org/W4205771230,690,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202102917,https://doi.org/10.1002/aenm.202102917,Advanced Energy Materials,10.1002aenm.202102917,recycling of lithium ion batteries current state of the art circular economy and next generation recycling,32.69069911883835,0.7,0.0,0.0,0.431307245422056,0.0931327952856261,doi_key,doi_key,5.1756869450646725,0.7450623622850088,5.9207493073496815,39.311448426188036
High-performance large-area quasi-2D perovskite light-emitting diodes,2021,10.1038/s41467-021-22529-x,https://openalex.org/W3156248107,315,True,https://www.nature.com/articles/s41467-021-22529-x.pdf,https://doi.org/10.1038/s41467-021-22529-x,Nature Communications,10.1038s41467-021-22529-x,high performance large area quasi 2d perovskite light emitting diodes,28.778711067934562,0.6,1.0,2.0,0.5621031107753178,0.1478601466723658,doi_key,doi_key,6.745237329303814,1.1828811733789264,7.92811850268274,39.3068295706173
Scalable PbS Quantum Dot Solar Cell Production by Blade Coating from Stable Inks,2021,10.1021/acsami.0c18204,https://openalex.org/W3121776178,145,True,https://pubs.acs.org/doi/pdf/10.1021/acsami.0c18204,https://doi.org/10.1021/acsami.0c18204,ACS Applied Materials & Interfaces,10.1021acsami.0c18204,scalable pbs quantum dot solar cell production by blade coating from stable inks,24.91803310854168,0.6,6.0,12.0,0.1147102019608789,0.0481824008474939,doi_key,doi_key,1.3765224235305469,0.3854592067799512,1.761981630310498,39.28001473885219
Electrode Materials for Supercapacitors: A Review of Recent Advances,2020,10.3390/catal10090969,https://openalex.org/W3082954565,658,True,https://www.mdpi.com/2073-4344/10/9/969/pdf?version=1598493922,https://doi.org/10.3390/catal10090969,Catalysts,10.3390catal10090969,electrode materials for supercapacitors a review of recent advances,32.453617672512536,0.5,0.0,0.0,0.4471663235779248,0.1194669504656389,doi_key,doi_key,5.365995882935097,0.9557356037251112,6.321731486660209,39.27534915917275
Large-area and efficient perovskite light-emitting diodes via low-temperature blade-coating,2021,10.1038/s41467-020-20433-4,https://openalex.org/W3120128877,161,True,https://www.nature.com/articles/s41467-020-20433-4.pdf,https://doi.org/10.1038/s41467-020-20433-4,Nature Communications,10.1038s41467-020-20433-4,large area and efficient perovskite light emitting diodes via low temperature blade coating,25.437981676161918,0.6,4.0,8.0,0.3508400438840286,0.0959070028488672,doi_key,doi_key,4.210080526608343,0.7672560227909376,4.977336549399281,39.0153182255612
Bio-inspired vertebral design for scalable and flexible perovskite solar cells,2020,10.1038/s41467-020-16831-3,https://openalex.org/W3034870143,259,True,https://www.nature.com/articles/s41467-020-16831-3.pdf,https://doi.org/10.1038/s41467-020-16831-3,Nature Communications,10.1038s41467-020-16831-3,bio inspired vertebral design for scalable and flexible perovskite solar cells,27.803408155077637,0.5,1.0,2.0,0.5176437595564082,0.25930460693341,doi_key,doi_key,6.211725114676899,2.07443685546728,8.286161970144178,38.58957012522181
Dimensionality engineering of hybrid halide perovskite light absorbers,2018,10.1038/s41467-018-07382-9,https://openalex.org/W2901657000,318,True,https://www.nature.com/articles/s41467-018-07382-9.pdf,https://doi.org/10.1038/s41467-018-07382-9,Nature Communications,10.1038s41467-018-07382-9,dimensionality engineering of hybrid halide perovskite light absorbers,28.82595551392422,0.3,0.0,0.0,0.6026710555049989,0.2720006276465069,doi_key,doi_key,7.232052666059987,2.176005021172055,9.408057687232041,38.53401320115626
Metal halide perovskite light emitters,2016,10.1073/pnas.1607471113,https://openalex.org/W2525292295,538,True,https://www.pnas.org/content/pnas/113/42/11694.full.pdf,https://doi.org/10.1073/pnas.1607471113,Proceedings of the National Academy of Sciences,10.1073pnas.1607471113,metal halide perovskite light emitters,31.448577854544986,0.1,0.0,0.0,0.4417590744023679,0.1968342151033095,doi_key,doi_key,5.301108892828415,1.574673720826476,6.875782613654891,38.42436046819988
X-ray Scintillation in Lead Halide Perovskite Crystals,2016,10.1038/srep37254,https://openalex.org/W2556394029,366,True,https://www.nature.com/articles/srep37254.pdf,https://doi.org/10.1038/srep37254,Scientific Reports,10.1038srep37254,x ray scintillation in lead halide perovskite crystals,29.526809240272854,0.1,0.0,0.0,0.4597292919573937,0.3957728524453976,doi_key,doi_key,5.516751503488725,3.166182819563181,8.682934323051906,38.30974356332476
One-stone-for-two-birds strategy to attain beyond 25% perovskite solar cells,2023,10.1038/s41467-023-36229-1,https://openalex.org/W4321002470,295,True,https://www.nature.com/articles/s41467-023-36229-1.pdf,https://doi.org/10.1038/s41467-023-36229-1,Nature Communications,10.1038s41467-023-36229-1,one stone for two birds strategy to attain beyond 25 perovskite solar cells,28.4517972716203,0.8,0.0,0.0,0.573016082119501,0.2708576630223913,doi_key,doi_key,6.876192985434011,2.1668613041791303,9.043054289613142,38.29485156123344
Advances in Inkjet‐Printed Metal Halide Perovskite Photovoltaic and Optoelectronic Devices,2019,10.1002/ente.201900991,https://openalex.org/W2982978902,111,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ente.201900991,https://doi.org/10.1002/ente.201900991,Energy Technology,10.1002ente.201900991,advances in inkjet printed metal halide perovskite photovoltaic and optoelectronic devices,23.59249435647547,0.4,6.5,13.0,0.0854080436737584,0.0333544645946601,doi_key,doi_key,1.0248965240851007,0.2668357167572808,1.2917322408423815,38.28422659731785
Types of Solar Cells and Application,2015,10.11648/j.ajop.20150305.17,https://openalex.org/W1529571442,548,True,http://article.sciencepublishinggroup.com/pdf/10.11648.j.ajop.20150305.17.pdf,https://doi.org/10.11648/j.ajop.20150305.17,American Journal of Optics and Photonics,10.11648j.ajop.20150305.17,types of solar cells and application,31.54049220754765,0.0,0.0,0.0,0.4321900901534272,0.1921974520020432,doi_key,doi_key,5.186281081841126,1.5375796160163455,6.7238606978574715,38.26435290540512
Efficient sky-blue perovskite light-emitting diodes via photoluminescence enhancement,2019,10.1038/s41467-019-13580-w,https://openalex.org/W2995822675,337,True,https://www.nature.com/articles/s41467-019-13580-w.pdf,https://doi.org/10.1038/s41467-019-13580-w,Nature Communications,10.1038s41467-019-13580-w,efficient sky blue perovskite light emitting diodes via photoluminescence enhancement,29.115229477415095,0.4,0.0,0.0,0.6098729631737989,0.1694110479965209,doi_key,doi_key,7.318475558085587,1.3552883839721672,8.673763942057754,38.18899341947285
"Preparations, Properties, and Applications of Polyaniline and Polyaniline Thin Films—A Review",2021,10.3390/polym13122003,https://openalex.org/W3175137827,581,True,https://www.mdpi.com/2073-4360/13/12/2003/pdf?version=1624351148,https://doi.org/10.3390/polym13122003,Polymers,10.3390polym13122003,preparations properties and applications of polyaniline and polyaniline thin films a review,31.83235223865719,0.6,0.0,0.0,0.4099669345931774,0.0958296225258991,doi_key,doi_key,4.919603215118129,0.7666369802071928,5.686240195325322,38.11859243398251
Unveiling the operation mechanism of layered perovskite solar cells,2019,10.1038/s41467-019-08958-9,https://openalex.org/W2917115373,290,True,https://www.nature.com/articles/s41467-019-08958-9.pdf,https://doi.org/10.1038/s41467-019-08958-9,Nature Communications,10.1038s41467-019-08958-9,unveiling the operation mechanism of layered perovskite solar cells,28.366616335857465,0.4,0.0,0.0,0.605850167884876,0.2583106441253451,doi_key,doi_key,7.270202014618512,2.066485153002761,9.336687167621273,38.103303503478735
Graded bulk-heterojunction enables 17% binary organic solar cells via nonhalogenated open air coating,2021,10.1038/s41467-021-25148-8,https://openalex.org/W3187580872,233,True,https://www.nature.com/articles/s41467-021-25148-8.pdf,https://doi.org/10.1038/s41467-021-25148-8,Nature Communications,10.1038s41467-021-25148-8,graded bulk heterojunction enables 17 binary organic solar cells via nonhalogenated open air coating,27.27660557678851,0.6,1.5,3.0,0.4631336130957056,0.1819122770098421,doi_key,doi_key,5.5576033571484675,1.4552982160787369,7.012901573227205,37.88950715001572
Flow-enhanced solution printing of all-polymer solar cells,2015,10.1038/ncomms8955,https://openalex.org/W1938540289,245,True,https://www.nature.com/articles/ncomms8955.pdf,https://doi.org/10.1038/ncomms8955,Nature Communications,10.1038ncomms8955,flow enhanced solution printing of all polymer solar cells,27.526657679661813,0.0,1.0,2.0,0.5240749120376409,0.2523916585062118,doi_key,doi_key,6.288898944451691,2.0191332680496945,8.308032212501384,37.8346898921632
Self-assembled monolayer enabling improved buried interfaces in blade-coated perovskite solar cells for high efficiency and stability,2022,10.26599/nre.2022.9120004,https://openalex.org/W4220832752,132,True,https://www.sciopen.com/article_pdf/1505803554504044545.pdf,https://doi.org/10.26599/nre.2022.9120004,Nano Research Energy,10.26599nre.2022.9120004,self assembled monolayer enabling improved buried interfaces in blade coated perovskite solar cells for high efficiency and stability,24.45174564110877,0.7,1.5,3.0,0.183983937501882,0.9313904378157112,doi_key,doi_key,2.207807250022584,7.4511235025256894,9.658930752548272,37.81067639365704
Defects engineering for high-performance perovskite solar cells,2018,10.1038/s41528-018-0035-z,https://openalex.org/W2883938439,518,True,https://www.nature.com/articles/s41528-018-0035-z.pdf,https://doi.org/10.1038/s41528-018-0035-z,npj Flexible Electronics,10.1038s41528-018-0035-z,defects engineering for high performance perovskite solar cells,31.25951941582944,0.3,0.0,0.0,0.4215997045282172,0.1440422751636855,doi_key,doi_key,5.059196454338607,1.152338201309484,6.211534655648091,37.771054071477536
Understanding effects of precursor solution aging in triple cation lead perovskite,2018,10.1039/c8ra03471k,https://openalex.org/W2808525272,75,True,https://pubs.rsc.org/en/content/articlepdf/2018/ra/c8ra03471k,https://doi.org/10.1039/c8ra03471k,RSC Advances,10.1039c8ra03471k,understanding effects of precursor solution aging in triple cation lead perovskite,21.653666701431654,0.3,3.0,6.0,0.2058609123090439,0.9181709217774822,doi_key,doi_key,2.470330947708527,7.345367374219857,9.815698321928384,37.76936502336004
Impacts of alkaline on the defects property and crystallization kinetics in perovskite solar cells,2019,10.1038/s41467-019-09093-1,https://openalex.org/W2918872551,271,True,https://www.nature.com/articles/s41467-019-09093-1.pdf,https://doi.org/10.1038/s41467-019-09093-1,Nature Communications,10.1038s41467-019-09093-1,impacts of alkaline on the defects property and crystallization kinetics in perovskite solar cells,28.029010331479988,0.4,0.0,0.0,0.5489919828109181,0.3413043235757994,doi_key,doi_key,6.587903793731018,2.730434588606395,9.318338382337412,37.7473487138174
Large guanidinium cation mixed with methylammonium in lead iodide perovskites for 19% efficient solar cells,2017,10.1038/s41560-017-0054-3,https://openalex.org/W2771319237,515,True,https://www.nature.com/articles/s41560-017-0054-3.pdf,https://doi.org/10.1038/s41560-017-0054-3,Nature Energy,10.1038s41560-017-0054-3,large guanidinium cation mixed with methylammonium in lead iodide perovskites for 19 efficient solar cells,31.230533827407815,0.2,0.0,0.0,0.437260567026616,0.119161316106201,doi_key,doi_key,5.247126804319391,0.953290528849608,6.200417333168999,37.630951160576814
Crystallization of CsPbBr3 single crystals in water for X-ray detection,2021,10.1038/s41467-021-21805-0,https://openalex.org/W3135205382,300,True,https://www.nature.com/articles/s41467-021-21805-0.pdf,https://doi.org/10.1038/s41467-021-21805-0,Nature Communications,10.1038s41467-021-21805-0,crystallization of cspbbr3 single crystals in water for x ray detection,28.53555132374438,0.6,0.0,0.0,0.5670995053055421,0.2092797599022546,doi_key,doi_key,6.805194063666505,1.6742380792180367,8.479432142884543,37.61498346662892
Manipulation of facet orientation in hybrid perovskite polycrystalline films by cation cascade,2018,10.1038/s41467-018-05076-w,https://openalex.org/W2870524276,258,True,https://www.nature.com/articles/s41467-018-05076-w.pdf,https://doi.org/10.1038/s41467-018-05076-w,Nature Communications,10.1038s41467-018-05076-w,manipulation of facet orientation in hybrid perovskite polycrystalline films by cation cascade,27.784140308497687,0.3,0.0,0.0,0.6145911819562679,0.2579037171038699,doi_key,doi_key,7.375094183475215,2.063229736830959,9.438323920306175,37.52246422880386
"Third-generation solar cells: a review and comparison of polymer:fullerene, hybrid polymer and perovskite solar cells",2014,10.1039/c4ra07064j,https://openalex.org/W2161663950,313,True,https://pubs.rsc.org/en/content/articlepdf/2014/ra/c4ra07064j,https://doi.org/10.1039/c4ra07064j,RSC Advances,10.1039c4ra07064j,third generation solar cells a review and comparison of polymer fullerene hybrid polymer and perovskite solar cells,28.746964929541264,0.0,0.0,0.0,0.4158377593757277,0.4655516340167292,doi_key,doi_key,4.990053112508733,3.7244130721338338,8.714466184642566,37.46143111418383
Recent advances in organic light-emitting diodes: toward smart lighting and displays,2019,10.1039/c9qm00716d,https://openalex.org/W2996329972,556,True,https://pubs.rsc.org/en/content/articlepdf/2020/qm/c9qm00716d,https://doi.org/10.1039/c9qm00716d,Materials Chemistry Frontiers,10.1039c9qm00716d,recent advances in organic light emitting diodes toward smart lighting and displays,31.612826199636423,0.4,0.0,0.0,0.4000929103017811,0.0790172233612128,doi_key,doi_key,4.801114923621373,0.6321377868897023,5.433252710511075,37.4460789101475
Large cation ethylammonium incorporated perovskite for efficient and spectra stable blue light-emitting diodes,2020,10.1038/s41467-020-17943-6,https://openalex.org/W3061209496,313,True,https://www.nature.com/articles/s41467-020-17943-6.pdf,https://doi.org/10.1038/s41467-020-17943-6,Nature Communications,10.1038s41467-020-17943-6,large cation ethylammonium incorporated perovskite for efficient and spectra stable blue light emitting diodes,28.746964929541264,0.5,0.0,0.0,0.5725228871638118,0.1657763266018225,doi_key,doi_key,6.8702746459657416,1.32621061281458,8.19648525878032,37.443450188321584
Interpenetrating interfaces for efficient perovskite solar cells with high operational stability and mechanical robustness,2021,10.1038/s41467-021-21292-3,https://openalex.org/W3126723938,278,True,https://www.nature.com/articles/s41467-021-21292-3.pdf,https://doi.org/10.1038/s41467-021-21292-3,Nature Communications,10.1038s41467-021-21292-3,interpenetrating interfaces for efficient perovskite solar cells with high operational stability and mechanical robustness,28.156058909106825,0.6,0.0,0.0,0.5626307487912504,0.2313701611746831,doi_key,doi_key,6.751568985495005,1.8509612893974647,8.60253027489247,37.3585891839993
How the formation of interfacial charge causes hysteresis in perovskite solar cells,2018,10.1039/c8ee01447g,https://openalex.org/W2805286264,360,True,https://pubs.rsc.org/en/content/articlepdf/2018/ee/c8ee01447g,https://doi.org/10.1039/c8ee01447g,Energy & Environmental Science,10.1039c8ee01447g,how the formation of interfacial charge causes hysteresis in perovskite solar cells,29.444389791664403,0.3,0.0,0.0,0.5421749180348165,0.1381029718119686,doi_key,doi_key,6.5060990164177985,1.1048237744957488,7.6109227909135475,37.35531258257795
Impact of H<sub>2</sub>O on organic–inorganic hybrid perovskite solar cells,2017,10.1039/c7ee01674c,https://openalex.org/W2758692133,459,True,https://pubs.rsc.org/en/content/articlepdf/2017/ee/c7ee01674c,https://doi.org/10.1039/c7ee01674c,Energy & Environmental Science,10.1039c7ee01674c,impact of h 2 o on organic inorganic hybrid perovskite solar cells,30.656132447415704,0.2,0.0,0.0,0.478965376129395,0.0860057614925389,doi_key,doi_key,5.74758451355274,0.6880460919403112,6.435630605493051,37.291763052908756
Enhanced optical path and electron diffusion length enable high-efficiency perovskite tandems,2020,10.1038/s41467-020-15077-3,https://openalex.org/W3010082540,272,True,https://www.nature.com/articles/s41467-020-15077-3.pdf,https://doi.org/10.1038/s41467-020-15077-3,Nature Communications,10.1038s41467-020-15077-3,enhanced optical path and electron diffusion length enable high efficiency perovskite tandems,28.047358975924798,0.5,0.0,0.0,0.5781725261833517,0.2224742445413162,doi_key,doi_key,6.93807031420022,1.7797939563305296,8.71786427053075,37.26522324645555
New frontiers for the materials genome initiative,2019,10.1038/s41524-019-0173-4,https://openalex.org/W2929465105,525,True,https://www.nature.com/articles/s41524-019-0173-4.pdf,https://doi.org/10.1038/s41524-019-0173-4,npj Computational Materials,10.1038s41524-019-0173-4,new frontiers for the materials genome initiative,31.32650606368855,0.4,0.0,0.0,0.3925971456919276,0.087708289599664,doi_key,doi_key,4.711165748303131,0.701666316797312,5.412832065100443,37.13933812878899
Flexible Perovskite Photovoltaic Modules and Solar Cells Based on Atomic Layer Deposited Compact Layers and UV‐Irradiated TiO<sub>2</sub> Scaffolds on Plastic Substrates,2015,10.1002/aenm.201401808,https://openalex.org/W2150690597,586,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201401808,https://doi.org/10.1002/aenm.201401808,Advanced Energy Materials,10.1002aenm.201401808,flexible perovskite photovoltaic modules and solar cells based on atomic layer deposited compact layers and uv irradiated tio 2 scaffolds on plastic substrates,31.875124099140486,0.0,0.0,0.0,0.3796198018687388,0.0815975121996192,doi_key,doi_key,4.555437622424865,0.6527800975969535,5.2082177200218185,37.08334181916231
Slot-die coating of perovskite solar cells: An overview,2019,10.1016/j.mtcomm.2019.100808,https://openalex.org/W2995852576,191,True,https://ars.els-cdn.com/content/image/1-s2.0-S2352492819308414-ga1_lrg.jpg,https://doi.org/10.1016/j.mtcomm.2019.100808,Materials Today Communications,10.1016j.mtcomm.2019.100808,slot die coating of perovskite solar cells an overview,26.28747686013891,0.4,4.0,8.0,0.1675960394421266,0.0479696027480244,doi_key,doi_key,2.0111524733055193,0.3837568219841952,2.3949092952897146,37.08238615542862
Mixed‐Organic‐Cation Tin Iodide for Lead‐Free Perovskite Solar Cells with an Efficiency of 8.12%,2017,10.1002/advs.201700204,https://openalex.org/W2734778715,486,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201700204,https://doi.org/10.1002/advs.201700204,Advanced Science,10.1002advs.201700204,mixed organic cation tin iodide for lead free perovskite solar cells with an efficiency of 8 12,30.94132061541295,0.2,0.0,0.0,0.3958377277333108,0.1423517260834157,doi_key,doi_key,4.7500527327997295,1.1388138086673256,5.888866541467055,37.030187156880004
The rise of self-driving labs in chemical and materials sciences,2023,10.1038/s44160-022-00231-0,https://openalex.org/W4318486595,457,True,https://www.nature.com/articles/s44160-022-00231-0.pdf,https://doi.org/10.1038/s44160-022-00231-0,Nature Synthesis,10.1038s44160-022-00231-0,the rise of self driving labs in chemical and materials sciences,30.634345920570926,0.8,0.0,0.0,0.361411810387327,0.1261201332177172,doi_key,doi_key,4.336941724647924,1.0089610657417376,5.345902790389662,36.78024871096059
"A Review on Printed Electronics: Fabrication Methods, Inks, Substrates, Applications and Environmental Impacts",2021,10.3390/jmmp5030089,https://openalex.org/W3167283458,212,True,https://www.mdpi.com/2504-4494/5/3/89/pdf?version=1628853717,https://doi.org/10.3390/jmmp5030089,Journal of Manufacturing and Materials Processing,10.3390jmmp5030089,a review on printed electronics fabrication methods inks substrates applications and environmental impacts,26.806460828547127,0.6,3.5,7.0,0.166115470363485,0.0454258036250073,doi_key,doi_key,1.99338564436182,0.3634064290000584,2.3567920733618783,36.763252901909006
Carrier separation and transport in perovskite solar cells studied by nanometre-scale profiling of electrical potential,2015,10.1038/ncomms9397,https://openalex.org/W2273321167,257,True,https://www.nature.com/articles/ncomms9397.pdf,https://doi.org/10.1038/ncomms9397,Nature Communications,10.1038ncomms9397,carrier separation and transport in perovskite solar cells studied by nanometre scale profiling of electrical potential,27.764797924608086,0.0,0.0,0.0,0.5364630319466479,0.3185066046547384,doi_key,doi_key,6.437556383359775,2.548052837237907,8.985609220597683,36.75040714520577
Recent Progress on Piezoelectric and Triboelectric Energy Harvesters in Biomedical Systems,2017,10.1002/advs.201700029,https://openalex.org/W2603913268,537,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201700029,https://doi.org/10.1002/advs.201700029,Advanced Science,10.1002advs.201700029,recent progress on piezoelectric and triboelectric energy harvesters in biomedical systems,31.43929280080892,0.2,0.0,0.0,0.3718272101571844,0.0804125018641958,doi_key,doi_key,4.4619265218862125,0.6433000149135664,5.105226536799779,36.7445193376087
Unveiling the synergistic effect of precursor stoichiometry and interfacial reactions for perovskite light-emitting diodes,2019,10.1038/s41467-019-10612-3,https://openalex.org/W2955901718,184,True,https://www.nature.com/articles/s41467-019-10612-3.pdf,https://doi.org/10.1038/s41467-019-10612-3,Nature Communications,10.1038s41467-019-10612-3,unveiling the synergistic effect of precursor stoichiometry and interfacial reactions for perovskite light emitting diodes,26.101779125391623,0.4,2.0,4.0,0.4342047856616393,0.1238143526097462,doi_key,doi_key,5.210457427939671,0.9905148208779696,6.20097224881764,36.702751374209264
Long-lived hot-carrier light emission and large blue shift in formamidinium tin triiodide perovskites,2018,10.1038/s41467-017-02684-w,https://openalex.org/W2783473290,277,True,https://www.nature.com/articles/s41467-017-02684-w.pdf,https://doi.org/10.1038/s41467-017-02684-w,Nature Communications,10.1038s41467-017-02684-w,long lived hot carrier light emission and large blue shift in formamidinium tin triiodide perovskites,28.138105568453184,0.3,0.0,0.0,0.5274280249687459,0.227959615354363,doi_key,doi_key,6.329136299624951,1.823676922834904,8.152813222459855,36.59091879091304
